Date,Price,Open,High,Low,Vol.,Change %
2/19/2021,"34,902.00","34,031.50","35,218.60","33,912.80",2.55M,1.61%
2/22/2021,"34,625.00","34,902.00","35,218.60","34,585.50",1.92M,-0.79%
2/23/2021,"34,822.90","34,625.00","34,902.00","34,189.80",1.93M,0.57%
2/24/2021,"34,071.00","34,743.80","34,981.20","33,714.90",2.06M,-2.16%
2/25/2021,"33,991.90","34,150.20","34,664.60","33,398.30",2.18M,-0.23%
2/26/2021,"34,506.30","33,873.20","34,585.50","33,477.50",1.74M,1.51%
3/1/2021,"34,902.00","34,506.30","35,139.50","34,506.30",2.83M,1.15%
3/2/2021,"34,862.50","35,218.60","35,297.80","34,704.20",2.67M,-0.11%
3/3/2021,"34,664.60","34,862.50","34,981.20","34,585.50",1.99M,-0.57%
3/4/2021,"33,833.60","34,822.90","35,020.80","33,477.50",2.63M,-2.40%
3/5/2021,"33,556.60","33,833.60","34,268.90","33,240.00",2.34M,-0.82%
3/8/2021,"33,596.20","34,348.00","34,348.00","33,477.50",2.01M,0.12%
3/9/2021,"33,121.30","33,556.60","33,556.60","32,844.30",3.06M,-1.41%
3/10/2021,"33,240.00","33,240.00","33,398.30","32,765.20",2.59M,0.36%
3/11/2021,"34,268.90","33,794.00","34,506.30","33,675.30",2.10M,3.10%
3/12/2021,"34,308.50","34,427.20","34,585.50","34,110.60",3.19M,0.12%
3/15/2021,"34,031.50","34,427.20","34,506.30","33,873.20",3.50M,-0.81%
3/16/2021,"33,556.60","34,031.50","34,189.80","33,477.50",2.80M,-1.40%
3/17/2021,"34,268.90","33,635.80","34,348.00","33,200.50",5.47M,2.12%
3/18/2021,"35,614.30","34,822.90","35,851.80","34,466.80",7.13M,3.93%
3/19/2021,"35,614.30","35,614.30","35,930.90","35,376.90",3.63M,0.00%
3/22/2021,"35,337.30","35,614.30","35,614.30","35,218.60",3.22M,-0.78%
3/23/2021,"34,585.50","35,218.60","35,258.20","34,110.60",5.72M,-2.13%
3/24/2021,"33,358.80","34,031.50","34,268.90","33,160.90",4.20M,-3.55%
3/25/2021,"33,437.90","33,635.80","33,991.90","33,200.50",2.98M,0.24%
3/26/2021,"33,319.20","33,200.50","33,556.60","32,052.90",3.08M,-0.35%
3/29/2021,"33,675.30","33,635.80","33,754.50","33,358.80",1.70M,1.07%
3/30/2021,"33,912.80","34,031.50","34,071.00","33,477.50",2.90M,0.71%
3/31/2021,"33,991.90","33,991.90","34,387.60","33,873.20",2.73M,0.23%
4/1/2021,"34,783.30","34,031.50","34,822.90","34,031.50",4.66M,2.33%
4/2/2021,"35,614.30","35,139.50","36,010.00","34,862.50",7.29M,2.39%
4/5/2021,"36,049.60","36,168.30","36,326.60","35,693.50",7.51M,1.22%
4/6/2021,"36,207.90","35,930.90","36,603.60","35,653.90",5.17M,0.44%
4/7/2021,"36,049.60","36,168.30","36,207.90","35,891.30",3.28M,-0.44%
4/8/2021,"35,456.00","36,168.30","36,247.50","35,376.90",5.55M,-1.65%
4/9/2021,"35,060.30","35,376.90","35,456.00","34,862.50",5.65M,-1.12%
4/12/2021,"35,416.50","35,218.60","35,851.80","34,902.00",6.48M,1.02%
4/13/2021,"34,545.90","35,614.30","35,693.50","34,427.20",4.97M,-2.46%
4/14/2021,"34,822.90","34,427.20","35,060.30","34,031.50",3.57M,0.80%
4/15/2021,"34,071.00","34,902.00","34,981.20","34,031.50",4.66M,-2.16%
4/16/2021,"33,240.00","33,912.80","34,427.20","33,121.30",5.87M,-2.44%
4/19/2021,"34,031.50","33,240.00","34,110.60","33,081.70",4.02M,2.38%
4/20/2021,"34,189.80","34,110.60","34,822.90","33,991.90",3.37M,0.47%
4/22/2021,"32,448.60","34,189.80","34,189.80","32,448.60",3.68M,-5.09%
4/23/2021,"33,240.00","32,448.60","33,358.80","32,329.90",3.87M,2.44%
4/26/2021,"32,052.90","33,042.20","33,240.00","32,052.90",4.19M,-3.57%
4/27/2021,"31,934.20","32,052.90","32,290.30","31,815.50",2.49M,-0.37%
4/28/2021,"32,132.00","31,934.20","32,369.50","31,934.20",1.73M,0.62%
4/29/2021,"32,448.60","32,132.00","33,160.90","32,132.00",2.45M,0.99%
5/4/2021,"32,686.00","31,657.20","33,081.70","31,657.20",2.73M,0.73%
5/5/2021,"33,160.90","33,002.60","33,517.00","32,844.30",3.39M,1.45%
5/6/2021,"32,646.50","33,160.90","33,160.90","32,606.90",2.82M,-1.55%
5/7/2021,"32,171.60","32,132.00","32,606.90","32,052.90",4.66M,-1.45%
5/10/2021,"32,765.20","32,052.90","32,844.30","31,934.20",3.81M,1.85%
5/11/2021,"33,319.20","33,240.00","34,427.20","33,081.70",6.73M,1.69%
5/12/2021,"33,754.50","33,240.00","33,794.00","33,081.70",4.19M,1.31%
5/13/2021,"33,714.90","33,635.80","34,348.00","33,240.00",4.38M,-0.12%
5/14/2021,"33,517.00","33,873.20","34,031.50","33,477.50",3.43M,-0.59%
5/17/2021,"33,081.70","33,635.80","34,031.50","33,002.60",3.76M,-1.30%
5/18/2021,"32,369.50","33,002.60","33,002.60","32,290.30",4.91M,-2.15%
5/19/2021,"32,369.50","32,448.60","32,765.20","32,132.00",3.61M,0.00%
5/20/2021,"33,121.30","32,369.50","33,160.90","31,657.20",4.40M,2.32%
5/21/2021,"35,416.50","33,240.00","35,416.50","33,121.30",16.38M,6.93%
5/24/2021,"36,405.80","36,010.00","36,722.30","36,010.00",8.80M,2.79%
5/25/2021,"36,959.80","36,405.80","37,078.50","35,970.50",7.96M,1.52%
5/26/2021,"36,920.20","36,959.80","37,276.30","36,564.00",9.27M,-0.11%
5/27/2021,"35,930.90","37,038.90","37,038.90","35,653.90",7.37M,-2.68%
5/28/2021,"37,315.90","36,089.20","37,751.20","35,535.20",9.88M,3.85%
5/31/2021,"38,542.60","37,830.30","38,621.80","37,592.90",7.04M,3.29%
6/1/2021,"37,988.60","38,661.30","38,780.00","37,988.60",5.15M,-1.44%
6/2/2021,"37,513.80","37,434.60","37,949.00","37,355.50",7.60M,-1.25%
6/3/2021,"38,621.80","37,830.30","39,175.80","37,513.80",8.45M,2.95%
6/4/2021,"38,780.00","38,542.60","39,175.80","37,988.60",7.47M,0.41%
6/7/2021,"37,038.90","38,384.30","38,463.50","36,089.20",6.63M,-4.49%
6/8/2021,"35,456.00","37,118.00","37,355.50","35,376.90",7.15M,-4.27%
6/9/2021,"35,970.50","35,614.30","36,168.30","34,822.90",5.60M,1.45%
6/10/2021,"34,743.80","35,970.50","36,089.20","34,743.80",5.61M,-3.41%
6/11/2021,"35,772.60","34,822.90","35,812.20","34,427.20",8.04M,2.96%
6/14/2021,"35,535.20","36,010.00","36,089.20","35,337.30",4.27M,-0.66%
6/15/2021,"35,535.20","35,416.50","35,733.00","34,822.90",4.10M,0.00%
6/16/2021,"35,851.80","35,376.90","36,959.80","34,981.20",5.30M,0.89%
6/17/2021,"36,326.60","35,297.80","36,682.80","35,297.80",4.50M,1.32%
6/18/2021,"36,524.50","36,603.60","36,801.50","36,168.30",4.02M,0.54%
6/21/2021,"35,614.30","36,326.60","36,405.80","35,495.60",5.33M,-2.49%
6/22/2021,"35,614.30","35,851.80","35,970.50","35,535.20",3.50M,0.00%
6/23/2021,"35,930.90","35,535.20","36,722.30","35,535.20",3.24M,0.89%
6/24/2021,"35,772.60","35,930.90","36,326.60","35,614.30",2.65M,-0.44%
6/25/2021,"36,049.60","35,693.50","36,405.80","35,376.90",3.24M,0.77%
6/28/2021,"37,118.00","36,405.80","37,276.30","36,128.80",8.41M,2.96%
6/29/2021,"37,118.00","37,197.20","37,909.50","36,880.60",4.96M,0.00%
6/30/2021,"37,395.00","37,118.00","37,553.30","37,078.50",5.03M,0.75%
7/1/2021,"37,434.60","37,592.90","37,711.60","37,078.50",5.79M,0.11%
7/2/2021,"37,236.80","37,592.90","37,790.80","37,118.00",5.29M,-0.53%
7/5/2021,"36,920.20","37,236.80","37,236.80","35,772.60",4.39M,-0.85%
7/6/2021,"34,822.90","37,118.00","38,463.50","34,822.90",8.67M,-5.68%
7/7/2021,"36,010.00","35,218.60","36,128.80","34,506.30",4.96M,3.41%
7/8/2021,"36,247.50","36,010.00","36,524.50","35,574.80",2.68M,0.66%
7/9/2021,"35,535.20","35,772.60","36,405.80","34,822.90",4.51M,-1.97%
7/12/2021,"33,240.00","35,297.80","35,297.80","33,081.70",7.57M,-6.46%
7/13/2021,"33,556.60","33,635.80","33,833.60","32,883.90",2.49M,0.95%
7/14/2021,"33,714.90","33,635.80","33,794.00","32,448.60",2.25M,0.47%
7/15/2021,"33,794.00","33,279.60","34,150.20","33,240.00",2.26M,0.23%
7/16/2021,"33,635.80","33,873.20","34,031.50","33,635.80",1.78M,-0.47%
7/19/2021,"31,380.20","32,527.70","33,160.90","31,380.20",3.72M,-6.71%
7/20/2021,"32,448.60","31,419.70","32,448.60","30,786.60",3.41M,3.40%
7/21/2021,"32,211.20","32,765.20","32,765.20","32,052.90",1.46M,-0.73%
7/22/2021,"32,448.60","32,132.00","32,527.70","32,132.00",2.14M,0.74%
7/23/2021,"31,815.50","32,369.50","32,844.30","31,815.50",2.29M,-1.95%
7/26/2021,"31,657.20","31,657.20","31,934.20","31,261.50",1.81M,-0.50%
7/27/2021,"31,815.50","31,973.70","32,290.30","31,775.90",1.80M,0.50%
7/28/2021,"32,052.90","31,815.50","32,052.90","31,657.20",1.55M,0.75%
7/29/2021,"32,448.60","32,290.30","32,448.60","32,132.00",1.48M,1.23%
7/30/2021,"32,527.70","32,686.00","32,725.60","32,409.00",2.56M,0.24%
8/2/2021,"33,675.30","33,240.00","33,991.90","33,240.00",4.98M,3.53%
8/3/2021,"34,308.50","33,477.50","34,308.50","33,319.20",3.48M,1.88%
8/4/2021,"34,031.50","34,348.00","34,427.20","33,794.00",2.69M,-0.81%
8/5/2021,"33,991.90","33,714.90","34,427.20","33,477.50",2.66M,-0.12%
8/6/2021,"33,952.30","33,991.90","34,348.00","33,714.90",2.35M,-0.12%
8/9/2021,"34,150.20","33,675.30","34,150.20","33,517.00",2.19M,0.58%
8/10/2021,"34,268.90","34,229.30","34,427.20","34,071.00",2.35M,0.35%
8/11/2021,"34,110.60","34,268.90","34,902.00","33,952.30",3.45M,-0.46%
8/12/2021,"33,873.20","34,308.50","34,348.00","33,873.20",2.15M,-0.70%
8/13/2021,"33,675.30","33,754.50","34,031.50","33,081.70",2.90M,-0.58%
8/16/2021,"34,268.90","33,517.00","34,427.20","33,240.00",4.13M,1.76%
8/17/2021,"33,991.90","34,506.30","34,506.30","33,873.20",1.97M,-0.81%
8/18/2021,"33,754.50","33,952.30","34,031.50","33,635.80",1.90M,-0.70%
8/19/2021,"33,635.80","33,714.90","33,714.90","33,358.80",2.27M,-0.35%
8/20/2021,"32,052.90","33,714.90","33,952.30","31,657.20",5.49M,-4.71%
8/23/2021,"31,103.20","32,052.90","32,290.30","31,103.20",3.45M,-2.96%
8/24/2021,"31,182.30","31,103.20","31,419.70","30,786.60",3.20M,0.25%
8/25/2021,"31,221.90","31,261.50","31,301.00","30,865.70",1.39M,0.13%
8/26/2021,"30,549.20","31,380.20","31,380.20","30,074.30",2.57M,-2.15%
8/27/2021,"30,628.30","30,470.00","30,865.70","29,916.00",2.40M,0.26%
8/30/2021,"31,221.90","30,865.70","31,261.50","30,707.50",1.77M,1.94%
8/31/2021,"30,826.20","31,340.60","31,340.60","30,826.20",2.28M,-1.27%
9/1/2021,"30,865.70","30,707.50","30,944.90","30,588.70",1.71M,0.13%
9/6/2021,"30,944.90","30,905.30","31,261.50","30,826.20",1.72M,0.26%
9/7/2021,"31,419.70","31,103.20","31,815.50","30,984.50",2.15M,1.53%
9/8/2021,"31,340.60","31,815.50","31,973.70","31,261.50",1.79M,-0.25%
9/9/2021,"31,498.90","31,340.60","31,498.90","31,301.00",1.06M,0.51%
9/10/2021,"31,380.20","31,657.20","31,657.20","31,340.60",998.40K,-0.38%
9/13/2021,"30,984.50","31,380.20","31,380.20","30,865.70",2.18M,-1.26%
9/14/2021,"30,628.30","30,944.90","30,984.50","30,549.20",1.78M,-1.15%
9/15/2021,"30,707.50","30,549.20","30,865.70","30,549.20",1.33M,0.26%
9/16/2021,"31,182.30","30,944.90","31,261.50","30,905.30",1.84M,1.55%
9/17/2021,"31,657.20","31,340.60","32,013.30","31,340.60",2.24M,1.52%
9/20/2021,"31,578.00","31,696.70","31,894.60","31,578.00",2.46M,-0.25%
9/21/2021,"31,380.20","31,261.50","31,498.90","31,024.00",1.92M,-0.63%
9/22/2021,"31,340.60","31,340.60","31,578.00","30,944.90",1.59M,-0.13%
9/23/2021,"31,221.90","31,498.90","31,578.00","31,221.90",1.36M,-0.38%
9/24/2021,"31,419.70","31,261.50","31,498.90","31,221.90",1.21M,0.63%
9/27/2021,"31,182.30","31,419.70","31,736.30","31,024.00",1.52M,-0.76%
9/28/2021,"31,736.30","31,182.30","31,934.20","31,024.00",2.75M,1.78%
9/29/2021,"31,578.00","31,696.70","31,696.70","31,103.20",1.49M,-0.50%
9/30/2021,"31,221.90","31,538.50","31,657.20","31,142.70",1.38M,-1.13%
10/1/2021,"30,707.50","31,103.20","31,221.90","30,707.50",2.09M,-1.65%
10/4/2021,"30,786.60","30,747.00","31,340.60","30,470.00",1.33M,0.26%
10/5/2021,"31,103.20","30,865.70","31,301.00","30,865.70",918.20K,1.03%
10/6/2021,"31,182.30","31,261.50","31,657.20","31,103.20",1.02M,0.25%
10/7/2021,"30,984.50","31,182.30","31,261.50","30,984.50",1.28M,-0.63%
10/8/2021,"31,024.00","30,984.50","31,182.30","30,984.50",1.23M,0.13%
10/11/2021,"31,657.20","31,340.60","31,657.20","31,182.30",2.21M,2.04%
10/12/2021,"31,855.00","31,815.50","32,250.70","31,696.70",2.50M,0.62%
10/13/2021,"31,578.00","31,894.60","32,013.30","31,340.60",1.79M,-0.87%
10/14/2021,"31,301.00","31,578.00","31,617.60","31,301.00",1.33M,-0.88%
10/15/2021,"31,261.50","31,301.00","31,538.50","31,261.50",1.39M,-0.13%
10/18/2021,"31,103.20","31,261.50","31,696.70","30,865.70",2.26M,-0.51%
10/19/2021,"31,696.70","31,103.20","32,092.50","30,865.70",2.78M,1.91%
10/20/2021,"31,459.30","31,696.70","31,815.50","31,103.20",1.36M,-0.75%
10/21/2021,"31,261.50","31,459.30","31,578.00","31,261.50",795.10K,-0.63%
10/22/2021,"31,103.20","31,261.50","31,419.70","31,103.20",1.33M,-0.51%
10/25/2021,"31,024.00","31,340.60","31,340.60","31,024.00",1.12M,-0.25%
10/26/2021,"31,024.00","31,024.00","31,182.30","30,984.50",688.20K,0.00%
10/27/2021,"31,578.00","31,063.60","31,617.60","31,063.60",1.78M,1.79%
10/28/2021,"31,538.50","31,657.20","31,815.50","31,419.70",1.56M,-0.13%
10/29/2021,"32,844.30","31,657.20","33,002.60","31,578.00",4.69M,4.14%
11/1/2021,"33,081.70","33,240.00","33,319.20","32,923.50",4.14M,0.72%
11/2/2021,"33,200.50","33,081.70","33,635.80","32,923.50",1.92M,0.36%
11/3/2021,"34,071.00","33,477.50","34,902.00","33,240.00",7.05M,2.62%
11/4/2021,"34,822.90","34,150.20","35,020.80","33,794.00",5.51M,2.21%
11/5/2021,"34,506.30","34,822.90","35,139.50","34,229.30",2.44M,-0.91%
11/8/2021,"34,743.80","34,506.30","35,139.50","34,150.20",3.38M,0.69%
11/9/2021,"34,031.50","34,822.90","34,941.60","34,031.50",3.20M,-2.05%
11/10/2021,"34,031.50","34,110.60","34,427.20","33,517.00",2.69M,0.00%
11/11/2021,"33,873.20","34,348.00","34,427.20","33,398.30",3.07M,-0.47%
11/12/2021,"34,189.80","33,517.00","34,268.90","33,517.00",2.36M,0.93%
11/15/2021,"33,873.20","34,308.50","34,427.20","33,240.00",1.92M,-0.93%
11/16/2021,"33,873.20","33,794.00","34,110.60","33,596.20",1.59M,0.00%
11/17/2021,"34,506.30","33,754.50","34,664.60","33,596.20",3.07M,1.87%
11/18/2021,"35,218.60","34,822.90","35,535.20","34,348.00",4.42M,2.06%
11/19/2021,"35,139.50","35,258.20","36,445.30","33,240.00",5.10M,-0.22%
11/22/2021,"36,049.60","35,139.50","36,564.00","34,822.90",6.22M,2.59%
11/23/2021,"35,376.90","36,010.00","36,010.00","34,981.20",2.26M,-1.87%
11/24/2021,"36,445.30","35,574.80","36,484.90","35,297.80",5.19M,3.02%
11/25/2021,"35,891.30","36,722.30","36,722.30","35,851.80",3.38M,-1.52%
11/26/2021,"35,970.50","36,484.90","36,564.00","34,822.90",5.20M,0.22%
11/29/2021,"35,218.60","35,218.60","35,614.30","34,902.00",4.10M,-2.09%
11/30/2021,"35,139.50","35,535.20","36,128.80","34,506.30",3.20M,-0.22%
12/1/2021,"35,060.30","35,139.50","35,376.90","34,585.50",2.21M,-0.23%
12/2/2021,"34,981.20","35,020.80","35,930.90","34,822.90",1.72M,-0.23%
12/3/2021,"33,240.00","35,218.60","35,218.60","33,240.00",2.77M,-4.98%
12/6/2021,"33,200.50","34,031.50","34,031.50","32,963.00",3.59M,-0.12%
12/7/2021,"34,506.30","33,279.60","34,625.00","33,279.60",2.08M,3.93%
12/8/2021,"34,822.90","34,585.50","35,060.30","34,387.60",1.44M,0.92%
12/9/2021,"34,822.90","34,783.30","34,941.60","34,466.80",1.23M,0.00%
12/10/2021,"35,297.80","35,060.30","35,772.60","35,060.30",2.60M,1.36%
12/13/2021,"36,010.00","36,010.00","36,247.50","35,693.50",3.12M,2.02%
12/14/2021,"35,851.80","36,168.30","36,168.30","35,772.60",2.15M,-0.44%
12/15/2021,"35,535.20","35,772.60","36,010.00","35,416.50",1.79M,-0.88%
12/16/2021,"35,535.20","35,614.30","35,614.30","34,822.90",2.11M,0.00%
12/17/2021,"35,535.20","35,535.20","36,010.00","34,902.00",2.33M,0.00%
12/20/2021,"35,297.80","35,456.00","35,574.80","35,218.60",1.55M,-0.67%
12/21/2021,"34,664.60","35,218.60","35,337.30","34,664.60",3.51M,-1.79%
12/22/2021,"34,268.90","34,822.90","35,020.80","33,991.90",3.56M,-1.14%
12/23/2021,"34,500.00","34,800.00","34,900.00","33,700.00",2.32M,0.67%
12/24/2021,"35,000.00","34,500.00","35,400.00","34,500.00",1.53M,1.45%
12/27/2021,"35,300.00","35,200.00","35,500.00","35,000.00",1.20M,0.86%
12/28/2021,"35,200.00","35,500.00","35,500.00","34,900.00",1.36M,-0.28%
12/29/2021,"35,200.00","35,550.00","35,550.00","35,100.00",1.58M,0.00%
12/30/2021,"35,400.00","35,400.00","35,700.00","35,200.00",987.00K,0.57%
12/31/2021,"37,100.00","35,600.00","37,700.00","35,500.00",4.86M,4.80%
1/4/2022,"37,400.00","37,600.00","38,000.00","37,250.00",1.77M,0.81%
1/5/2022,"37,050.00","37,900.00","37,900.00","36,900.00",1.92M,-0.94%
1/6/2022,"38,000.00","36,500.00","38,800.00","36,250.00",6.00M,2.56%
1/7/2022,"39,200.00","38,650.00","39,450.00","37,650.00",4.37M,3.16%
1/10/2022,"38,850.00","39,200.00","40,300.00","38,800.00",3.18M,-0.89%
1/11/2022,"39,400.00","38,800.00","39,900.00","38,300.00",4.28M,1.42%
1/12/2022,"42,150.00","39,400.00","42,150.00","39,400.00",8.03M,6.98%
1/13/2022,"44,000.00","42,500.00","45,100.00","42,500.00",9.66M,4.39%
1/14/2022,"44,250.00","43,300.00","45,100.00","43,300.00",3.27M,0.57%
1/17/2022,"43,650.00","44,000.00","47,000.00","43,600.00",7.74M,-1.36%
1/18/2022,"44,900.00","43,400.00","45,450.00","43,400.00",4.85M,2.86%
1/19/2022,"43,650.00","45,050.00","45,800.00","43,550.00",2.97M,-2.78%
1/20/2022,"46,700.00","43,100.00","46,700.00","42,250.00",5.64M,6.99%
1/21/2022,"47,350.00","47,050.00","48,800.00","46,500.00",4.57M,1.39%
1/24/2022,"46,900.00","46,900.00","48,500.00","46,850.00",4.17M,-0.95%
1/25/2022,"49,000.00","46,300.00","49,000.00","45,900.00",4.70M,4.48%
1/26/2022,"48,100.00","49,500.00","49,950.00","48,100.00",4.05M,-1.84%
1/27/2022,"47,600.00","48,000.00","48,500.00","47,400.00",1.92M,-1.04%
1/28/2022,"47,950.00","47,600.00","49,000.00","47,300.00",2.96M,0.74%
2/7/2022,"47,400.00","48,400.00","48,600.00","47,200.00",3.48M,-1.15%
2/8/2022,"47,350.00","47,400.00","48,400.00","46,500.00",2.67M,-0.11%
2/9/2022,"48,400.00","47,300.00","48,900.00","47,000.00",4.56M,2.22%
2/10/2022,"48,400.00","48,600.00","48,900.00","48,000.00",2.74M,0.00%
2/11/2022,"47,900.00","48,200.00","48,500.00","47,800.00",1.72M,-1.03%
2/14/2022,"44,750.00","47,200.00","47,600.00","44,750.00",7.13M,-6.58%
2/15/2022,"46,200.00","44,850.00","46,300.00","44,400.00",3.69M,3.24%
2/16/2022,"45,150.00","46,100.00","46,100.00","44,700.00",2.80M,-2.27%
2/17/2022,"46,000.00","45,700.00","46,000.00","44,700.00",1.79M,1.88%
2/18/2022,"44,700.00","45,450.00","46,050.00","44,700.00",3.00M,-2.83%
2/21/2022,"45,250.00","44,800.00","45,450.00","43,700.00",2.96M,1.23%
2/22/2022,"46,000.00","44,900.00","46,000.00","44,700.00",2.29M,1.66%
2/23/2022,"45,600.00","46,500.00","46,900.00","45,500.00",2.95M,-0.87%
2/24/2022,"44,600.00","45,300.00","45,550.00","43,600.00",3.39M,-2.19%
2/25/2022,"44,550.00","44,600.00","45,600.00","44,500.00",2.35M,-0.11%
2/28/2022,"43,700.00","44,300.00","44,550.00","43,700.00",2.70M,-1.91%
3/1/2022,"44,100.00","43,750.00","45,000.00","43,600.00",2.40M,0.92%
3/2/2022,"42,450.00","43,700.00","44,000.00","42,350.00",3.09M,-3.74%
3/3/2022,"42,800.00","42,350.00","43,200.00","42,000.00",2.47M,0.82%
3/4/2022,"43,300.00","42,800.00","43,500.00","42,500.00",1.66M,1.17%
3/7/2022,"42,250.00","42,800.00","42,800.00","42,150.00",2.27M,-2.42%
3/8/2022,"41,600.00","41,800.00","42,550.00","41,400.00",2.59M,-1.54%
3/9/2022,"40,500.00","41,600.00","41,900.00","40,500.00",1.97M,-2.64%
3/10/2022,"40,950.00","41,500.00","42,000.00","40,950.00",1.56M,1.11%
3/11/2022,"41,850.00","40,950.00","41,850.00","40,950.00",1.48M,2.20%
3/14/2022,"41,300.00","41,850.00","42,200.00","41,300.00",1.34M,-1.31%
3/15/2022,"42,100.00","41,300.00","42,200.00","41,000.00",1.52M,1.94%
3/16/2022,"41,600.00","42,300.00","42,300.00","41,500.00",1.33M,-1.19%
3/17/2022,"43,500.00","42,200.00","44,250.00","41,000.00",5.82M,4.57%
3/18/2022,"43,900.00","43,700.00","44,600.00","43,500.00",2.79M,0.92%
3/21/2022,"43,800.00","43,900.00","44,100.00","43,300.00",1.28M,-0.23%
3/22/2022,"43,500.00","43,800.00","43,950.00","43,200.00",2.83M,-0.68%
3/23/2022,"43,400.00","43,450.00","44,400.00","43,150.00",2.00M,-0.23%
3/24/2022,"43,100.00","43,400.00","43,450.00","43,000.00",1.29M,-0.69%
3/25/2022,"43,450.00","43,150.00","43,850.00","42,600.00",1.97M,0.81%
3/28/2022,"41,600.00","43,000.00","43,450.00","41,450.00",3.98M,-4.26%
3/29/2022,"42,400.00","41,700.00","42,500.00","41,500.00",1.73M,1.92%
3/30/2022,"43,550.00","42,100.00","45,000.00","41,700.00",3.51M,2.71%
3/31/2022,"43,500.00","43,750.00","43,950.00","43,400.00",1.44M,-0.11%
4/1/2022,"44,350.00","43,500.00","44,500.00","43,400.00",3.17M,1.95%
4/4/2022,"44,250.00","44,950.00","44,950.00","44,250.00",2.08M,-0.23%
4/5/2022,"43,300.00","43,500.00","43,800.00","43,150.00",2.91M,-2.15%
4/6/2022,"43,500.00","43,000.00","43,800.00","42,650.00",3.24M,0.46%
4/7/2022,"43,050.00","43,500.00","44,350.00","43,050.00",3.15M,-1.03%
4/8/2022,"41,900.00","43,000.00","43,200.00","41,800.00",3.15M,-2.67%
4/12/2022,"40,450.00","42,300.00","42,300.00","40,450.00",3.19M,-3.46%
4/13/2022,"40,900.00","40,500.00","41,400.00","40,100.00",2.00M,1.11%
4/14/2022,"40,500.00","41,400.00","41,400.00","40,500.00",1.89M,-0.98%
4/15/2022,"39,300.00","40,600.00","41,200.00","39,000.00",2.51M,-2.96%
4/18/2022,"37,950.00","39,550.00","39,700.00","37,800.00",2.82M,-3.44%
4/19/2022,"37,950.00","38,350.00","39,200.00","37,500.00",2.32M,0.00%
4/20/2022,"37,950.00","37,950.00","38,800.00","37,850.00",1.46M,0.00%
4/21/2022,"38,500.00","37,900.00","38,750.00","37,650.00",2.09M,1.45%
4/22/2022,"38,500.00","38,600.00","39,100.00","38,000.00",2.63M,0.00%
4/25/2022,"35,850.00","38,500.00","38,600.00","35,850.00",2.95M,-6.88%
4/26/2022,"36,900.00","35,150.00","37,250.00","35,150.00",1.86M,2.93%
4/27/2022,"37,200.00","37,000.00","37,500.00","36,450.00",748.10K,0.81%
4/28/2022,"36,700.00","37,200.00","37,200.00","36,700.00",974.90K,-1.34%
4/29/2022,"37,250.00","36,850.00","37,750.00","36,800.00",1.52M,1.50%
5/4/2022,"37,250.00","37,250.00","37,700.00","36,950.00",1.56M,0.00%
5/5/2022,"38,200.00","37,600.00","38,200.00","37,000.00",1.99M,2.55%
5/6/2022,"37,000.00","37,350.00","37,850.00","37,000.00",1.58M,-3.14%
5/9/2022,"34,450.00","36,600.00","36,900.00","34,450.00",2.41M,-6.89%
5/10/2022,"35,800.00","34,100.00","35,900.00","33,500.00",1.73M,3.92%
5/11/2022,"36,100.00","35,750.00","36,100.00","35,050.00",862.90K,0.84%
5/12/2022,"33,600.00","35,400.00","35,800.00","33,600.00",1.51M,-6.93%
5/13/2022,"31,800.00","33,800.00","34,000.00","31,800.00",2.35M,-5.36%
5/16/2022,"32,200.00","33,200.00","33,250.00","32,200.00",1.28M,1.26%
5/17/2022,"34,450.00","32,500.00","34,450.00","32,050.00",1.12M,6.99%
5/18/2022,"34,900.00","34,900.00","35,500.00","34,200.00",1.29M,1.31%
5/19/2022,"34,650.00","34,000.00","35,000.00","33,900.00",895.10K,-0.72%
5/20/2022,"34,500.00","34,400.00","34,900.00","34,300.00",1.13M,-0.43%
5/23/2022,"33,350.00","34,400.00","34,700.00","33,000.00",1.00M,-3.33%
5/24/2022,"33,750.00","33,700.00","33,850.00","33,100.00",768.00K,1.20%
5/25/2022,"34,900.00","34,000.00","35,100.00","34,000.00",1.07M,3.41%
5/26/2022,"35,100.00","35,600.00","35,750.00","35,000.00",1.19M,0.57%
5/27/2022,"35,300.00","35,100.00","35,400.00","34,900.00",891.00K,0.57%
5/30/2022,"35,750.00","35,500.00","35,850.00","35,200.00",1.09M,1.27%
5/31/2022,"35,300.00","35,500.00","35,600.00","35,000.00",1.03M,-1.26%
6/1/2022,"35,150.00","35,100.00","35,550.00","34,950.00",1.07M,-0.42%
6/2/2022,"34,700.00","35,150.00","35,200.00","34,500.00",905.20K,-1.28%
6/3/2022,"34,350.00","34,700.00","34,750.00","34,000.00",570.70K,-1.01%
6/6/2022,"34,200.00","34,350.00","34,650.00","33,800.00",918.80K,-0.44%
6/7/2022,"33,600.00","34,100.00","34,200.00","33,100.00",1.17M,-1.75%
6/8/2022,"34,300.00","33,700.00","34,800.00","33,650.00",982.90K,2.08%
6/9/2022,"34,500.00","34,350.00","34,750.00","34,100.00",394.40K,0.58%
6/10/2022,"33,800.00","34,050.00","34,300.00","33,800.00",786.00K,-2.03%
6/13/2022,"31,950.00","33,050.00","33,350.00","31,950.00",1.45M,-5.47%
6/14/2022,"32,300.00","31,900.00","32,800.00","31,100.00",1.18M,1.10%
